sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
177413,https://sofifa.com/player/177413/axel-witsel/200002,A. Witsel,Axel Witsel,"CDM, CM",85,85,31500000.0,105000.0,30,1989-01-12,186,81,22.0,Borussia Dortmund,German 1. Bundesliga,1,LDM,28,,2018-08-17,2022,7,Belgium,1325.0,LCM,6,Right,4,4,3,Medium/High,Lean (185+),Yes,52000000,,"Solid Player, Leadership",73,74,80,79,83,81,69,71,81,89,77,78,69,68,84,84,67,77,76,85,67,78,77,82,82,74,79,80,75,80,76,92,82,85,83,5,7,7,10,7,,78+3,78+3,78+3,78,79,79,79,78,80+3,80+3,80+3,79+3,83+2,83+2,83+2,79+3,81+3,83+2,83+2,83+2,81+3,81+3,82+3,82+3,82+3,81+3,16+3,https://cdn.sofifa.net/players/177/413/20_120.png,https://cdn.sofifa.net/teams/22/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
185122,https://sofifa.com/player/185122/peter-gulacsi/200002,P. Gulácsi,Péter Gulácsi,GK,85,86,31000000.0,69000.0,29,1990-05-06,192,86,112172.0,RB Leipzig,German 1. Bundesliga,1,GK,1,,2015-07-01,2022,23,Hungary,1886.0,GK,1,Right,2,1,2,Medium/Medium,Normal (185+),Yes,55000000,,,,,,,,,16,10,23,29,10,19,18,11,25,25,42,44,41,82,42,61,67,35,74,12,34,23,11,42,24,45,25,16,20,84,86,81,84,86,43,32+2,32+2,32+2,28,31,31,31,28,30+2,30+2,30+2,30+2,30+2,30+2,30+2,30+2,30+2,32+2,32+2,32+2,30+2,30+2,33+2,33+2,33+2,30+2,84+2,https://cdn.sofifa.net/players/185/122/20_120.png,https://cdn.sofifa.net/teams/112172/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1886/60.png,https://cdn.sofifa.net/flags/hu.png
189117,https://sofifa.com/player/189117/roman-burki/200002,R. Bürki,Roman Bürki,GK,85,86,32000000.0,90000.0,28,1990-11-14,187,85,22.0,Borussia Dortmund,German 1. Bundesliga,1,GK,1,,2015-07-01,2021,47,Switzerland,,,,Right,2,1,3,Medium/Medium,Normal (185+),Yes,55200000,,,,,,,,,15,8,17,37,13,12,13,12,24,23,44,54,49,83,52,56,74,36,74,14,35,18,10,50,20,58,11,13,16,86,80,74,83,89,50,31+3,31+3,31+3,29,31,31,31,29,32+3,32+3,32+3,30+3,32+3,32+3,32+3,30+3,29+3,30+3,30+3,30+3,29+3,28+3,29+3,29+3,29+3,28+3,84+2,https://cdn.sofifa.net/players/189/117/20_120.png,https://cdn.sofifa.net/teams/22/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/ch.png
191043,https://sofifa.com/player/191043/alex-sandro-lobo-silva/200002,Alex Sandro,Alex Sandro Lobo Silva,"LB, LM",85,85,33000000.0,150000.0,28,1991-01-26,180,80,45.0,Juventus,Italian Serie A,1,LB,12,,2015-08-21,2020,54,Brazil,,,,Left,3,3,3,High/Medium,Normal (170-185),Yes,54500000,,Speed Dribbler (AI),83,65,77,80,82,82,84,55,76,81,68,80,78,59,71,81,81,85,78,84,77,80,79,91,78,72,82,82,70,70,60,82,81,84,84,7,7,9,12,5,,74+3,74+3,74+3,77,76,76,76,77,76+3,76+3,76+3,78+3,78+3,78+3,78+3,78+3,83+2,81+3,81+3,81+3,83+2,83+2,81+3,81+3,81+3,83+2,16+3,https://cdn.sofifa.net/players/191/043/20_120.png,https://cdn.sofifa.net/teams/45/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/br.png
192505,https://sofifa.com/player/192505/romelu-lukaku/200002,R. Lukaku,Romelu Lukaku Menama,ST,85,86,46000000.0,115000.0,26,1993-05-13,190,94,44.0,Inter,Italian Serie A,1,LS,9,,2019-08-08,2024,7,Belgium,1325.0,ST,9,Left,4,3,3,Medium/Medium,Stocky (185+),Yes,81700000,#Strength,"Speed Dribbler (AI), Power Header",75,82,73,72,35,84,72,84,85,75,77,78,78,66,71,70,64,84,55,84,46,87,71,75,95,74,71,27,86,73,78,81,30,30,30,8,15,14,7,10,,82+3,82+3,82+3,76,78,78,78,76,76+3,76+3,76+3,76+3,71+3,71+3,71+3,76+3,58+3,57+3,57+3,57+3,58+3,55+3,53+3,53+3,53+3,55+3,18+3,https://cdn.sofifa.net/players/192/505/20_120.png,https://cdn.sofifa.net/teams/44/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
192629,https://sofifa.com/player/192629/iago-aspas-juncal/200002,Iago Aspas,Iago Aspas Juncal,"ST, RW",85,85,34500000.0,50000.0,31,1987-08-01,176,67,450.0,RC Celta de Vigo,Spain Primera Division,1,RS,10,,2015-07-01,2023,45,Spain,1362.0,SUB,17,Left,3,3,2,High/High,Lean (170-185),Yes,72500000,"#Acrobat, #Clinical Finisher","Injury Prone, Finesse Shot, Outside Foot Shot, Team Player, Chip Shot (AI)",78,84,77,85,35,64,80,88,78,79,83,86,80,76,68,85,80,76,87,85,72,79,66,71,60,82,63,39,86,79,82,85,39,21,18,12,16,9,12,13,,82+3,82+3,82+3,83+1,83+1,83+1,83+1,83+1,82+3,82+3,82+3,81+3,75+3,75+3,75+3,81+3,60+3,58+3,58+3,58+3,60+3,56+3,49+3,49+3,49+3,56+3,21+3,https://cdn.sofifa.net/players/192/629/20_120.png,https://cdn.sofifa.net/teams/450/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
192774,https://sofifa.com/player/192774/kostas-manolas/200002,K. Manolas,Konstantinos Manolas,CB,85,86,37500000.0,100000.0,28,1991-06-14,189,83,48.0,Napoli,Italian Serie A,1,RCB,44,,2019-07-02,2022,22,Greece,1338.0,LCB,4,Right,2,2,3,Low/High,Normal (185+),No,66600000,"#Tackling, #Tactician ",Dives Into Tackles (AI),82,25,42,60,86,81,27,25,80,60,16,54,30,10,61,65,81,83,68,82,60,40,86,72,82,12,86,86,25,22,26,85,87,87,89,8,6,8,15,12,,52+3,52+3,52+3,51,50,50,50,51,50+3,50+3,50+3,54+3,56+3,56+3,56+3,54+3,72+3,74+3,74+3,74+3,72+3,76+3,83+3,83+3,83+3,76+3,18+3,https://cdn.sofifa.net/players/192/774/20_120.png,https://cdn.sofifa.net/teams/48/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1338/60.png,https://cdn.sofifa.net/flags/gr.png
193747,https://sofifa.com/player/193747/jorge-resurreccion/200002,Koke,Jorge Resurrección Merodio,"RM, LM, CM",85,85,40500000.0,89000.0,27,1992-01-08,176,74,240.0,Atlético de Madrid,Spain Primera Division,1,RM,6,,2011-01-01,2024,45,Spain,1362.0,SUB,8,Right,4,3,3,High/High,Normal (170-185),Yes,83000000,"#Engine, #Crosser","Playmaker (AI), Team Player",68,75,86,82,74,79,86,72,61,89,56,82,85,76,87,85,70,67,71,87,80,84,63,92,75,81,79,79,82,85,59,84,74,78,64,14,12,5,10,13,,77+3,77+3,77+3,81,81,81,81,81,83+2,83+2,83+2,83+2,85,85,85,83+2,80+3,82+3,82+3,82+3,80+3,78+3,75+3,75+3,75+3,78+3,20+3,https://cdn.sofifa.net/players/193/747/20_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
194404,https://sofifa.com/player/194404/norberto-murara-neto/200002,Neto,Norberto Murara Neto,GK,85,86,31000000.0,175000.0,29,1989-07-19,190,84,241.0,FC Barcelona,Spain Primera Division,1,SUB,13,,2019-07-09,2023,54,Brazil,,,,Right,2,1,2,Medium/Medium,Lean (185+),Yes,65900000,,,,,,,,,11,15,14,36,12,19,12,13,41,24,56,52,59,79,49,59,83,41,63,20,40,15,11,42,22,64,17,14,15,86,81,79,82,82,54,32+3,32+3,32+3,31+1,32+1,32+1,32+1,31+1,33+3,33+3,33+3,32+3,34+3,34+3,34+3,32+3,29+3,32+3,32+3,32+3,29+3,29+3,29+3,29+3,29+3,29+3,82+3,https://cdn.sofifa.net/players/194/404/20_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/br.png
197445,https://sofifa.com/player/197445/david-alaba/200002,D. Alaba,David Olatukunbo Alaba,"LB, CB",85,86,38000000.0,135000.0,27,1992-06-24,180,78,21.0,FC Bayern München,German 1. Bundesliga,1,LB,27,,2010-02-10,2021,4,Austria,1322.0,LM,8,Left,4,3,4,Medium/Medium,Lean (170-185),Yes,65600000,,Long Shot Taker (AI),83,73,81,80,80,76,82,63,74,82,68,79,78,85,79,82,79,86,78,84,78,85,83,85,74,80,69,82,76,77,79,80,80,80,80,5,7,14,15,9,,77+3,77+3,77+3,79,78,78,78,79,79+3,79+3,79+3,80+3,80+3,80+3,80+3,80+3,82+3,80+3,80+3,80+3,82+3,82+3,79+3,79+3,79+3,82+3,18+3,https://cdn.sofifa.net/players/197/445/20_120.png,https://cdn.sofifa.net/teams/21/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1322/60.png,https://cdn.sofifa.net/flags/at.png
198710,https://sofifa.com/player/198710/james-rodriguez/200002,J. Rodríguez,James David Rodríguez Rubio,"CAM, CM, RM",85,85,40500000.0,220000.0,27,1991-07-12,180,75,243.0,Real Madrid CF,Spain Primera Division,1,SUB,16,,2014-07-22,2020,56,Colombia,111109.0,CAM,10,Left,2,4,4,Medium/Medium,Normal (170-185),Yes,83000000,"#Playmaker, #Distance Shooter, #Crosser, #FK Specialist, #Complete Midfielder","Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",55,86,87,86,50,63,90,83,62,86,90,85,89,86,83,90,57,54,80,84,76,86,46,65,64,92,60,55,80,86,81,87,52,41,44,15,15,15,5,14,,79+3,79+3,79+3,82,82,82,82,82,83+2,83+2,83+2,81+3,81+3,81+3,81+3,81+3,67+3,68+3,68+3,68+3,67+3,63+3,57+3,57+3,57+3,63+3,20+3,https://cdn.sofifa.net/players/198/710/20_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/111109/60.png,https://cdn.sofifa.net/flags/co.png
199482,https://sofifa.com/player/199482/anthony-lopes/200002,A. Lopes,Anthony Lopes,GK,85,87,33500000.0,88000.0,28,1990-10-01,184,81,66.0,Olympique Lyonnais,French Ligue 1,1,GK,1,,2011-07-01,2020,38,Portugal,,,,Left,2,1,2,Medium/Medium,Normal (170-185),Yes,66200000,,"Team Player, Rushes Out Of Goal, Comes For Crosses",,,,,,,19,18,16,32,13,15,15,14,31,21,63,64,67,84,62,56,82,36,73,18,43,25,9,48,16,65,13,15,13,87,80,75,84,89,64,33+2,33+2,33+2,32,33,33,33,32,33+2,33+2,33+2,33+2,32+2,32+2,32+2,33+2,31+2,32+2,32+2,32+2,31+2,31+2,31+2,31+2,31+2,31+2,84+2,https://cdn.sofifa.net/players/199/482/20_120.png,https://cdn.sofifa.net/teams/66/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/pt.png
199914,https://sofifa.com/player/199914/allan-marques-loureiro/200002,Allan,Allan Marques Loureiro,CM,85,85,38000000.0,110000.0,28,1991-01-08,175,74,48.0,Napoli,Italian Serie A,1,RCM,5,,2015-07-22,2023,54,Brazil,,,,Right,3,4,2,Medium/High,Normal (170-185),No,64600000,"#Tackling, #Tactician ",Solid Player,75,71,78,84,85,84,70,74,59,86,56,84,65,49,79,84,79,71,82,89,86,73,69,94,79,69,90,89,79,80,53,85,88,88,86,13,13,5,5,8,,76+2,76+2,76+2,80,80,80,80,80,81+2,81+2,81+2,81+2,84+1,84+1,84+1,81+2,84+1,86-1,86-1,86-1,84+1,84+1,83+2,83+2,83+2,84+1,18+2,https://cdn.sofifa.net/players/199/914/20_120.png,https://cdn.sofifa.net/teams/48/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/br.png
201399,https://sofifa.com/player/201399/mauro-icardi/200002,M. Icardi,Mauro Emanuel Icardi Rivero,ST,85,86,46000000.0,115000.0,26,1993-02-19,181,75,44.0,Inter,Italian Serie A,1,RES,36,,2013-07-09,2021,52,Argentina,,,,Right,4,3,3,Medium/Low,Normal (170-185),Yes,81700000,#Poacher,"Solid Player, Power Header, Outside Foot Shot",75,84,61,77,36,69,46,89,88,73,85,75,58,45,54,80,76,75,75,85,76,84,94,67,73,70,56,22,92,64,82,79,45,24,20,13,9,5,7,9,,83+3,83+3,83+3,76,80,80,80,76,76+3,76+3,76+3,73+3,67+3,67+3,67+3,73+3,53+3,53+3,53+3,53+3,53+3,51+3,51+3,51+3,51+3,51+3,18+3,https://cdn.sofifa.net/players/201/399/20_120.png,https://cdn.sofifa.net/teams/44/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/ar.png
201535,https://sofifa.com/player/201535/raphael-varane/200002,R. Varane,Raphaël Varane,CB,85,90,45000000.0,200000.0,26,1993-04-25,191,81,243.0,Real Madrid CF,Spain Primera Division,1,RCB,5,,2011-07-01,2022,18,France,1335.0,RCB,4,Right,3,2,3,Medium/High,Lean (185+),Yes,95600000,#Tackling ,,83,45,62,63,85,80,36,40,83,75,42,55,46,52,76,77,79,86,63,83,38,52,79,72,86,53,77,82,44,59,43,84,87,86,85,11,11,9,5,14,,63+3,63+3,63+3,62,63,63,63,62,65+3,65+3,65+3,64+3,70+3,70+3,70+3,64+3,75+3,79+3,79+3,79+3,75+3,78+3,83+3,83+3,83+3,78+3,18+3,https://cdn.sofifa.net/players/201/535/20_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1335/60.png,https://cdn.sofifa.net/flags/fr.png
204963,https://sofifa.com/player/204963/daniel-carvajal-ramos/200002,Carvajal,Daniel Carvajal Ramos,RB,85,86,38000000.0,200000.0,27,1992-01-11,173,73,243.0,Real Madrid CF,Spain Primera Division,1,RB,2,,2013-07-05,2022,45,Spain,1362.0,RB,2,Right,3,3,3,High/High,Stocky (170-185),Yes,80800000,#Engine,,81,47,78,81,82,80,84,41,70,83,34,78,74,47,74,84,79,83,80,84,82,68,77,90,74,36,84,83,75,74,45,82,83,83,85,13,13,15,9,15,,68+3,68+3,68+3,75,73,73,73,75,75+3,75+3,75+3,78+3,78+3,78+3,78+3,78+3,84+2,82+3,82+3,82+3,84+2,83+3,81+3,81+3,81+3,83+3,20+3,https://cdn.sofifa.net/players/204/963/20_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
208421,https://sofifa.com/player/208421/saul-niguez-esclapez/200002,Saúl,Saúl Ñíguez Esclápez,"CM, LM, RM",85,89,49500000.0,77000.0,24,1994-11-21,184,77,240.0,Atlético de Madrid,Spain Primera Division,1,LCM,8,,2013-07-01,2026,45,Spain,1362.0,LCM,6,Left,4,3,3,High/High,Lean (170-185),Yes,105200000,#Engine,"Finesse Shot, Long Shot Taker (AI)",70,78,79,81,78,78,69,78,83,85,76,81,72,60,83,85,71,70,73,82,69,82,78,87,77,81,69,79,82,82,55,83,77,78,77,7,13,12,10,9,,80+3,80+3,80+3,79,81,81,81,79,81+3,81+3,81+3,80+3,83+3,83+3,83+3,80+3,79+3,81+3,81+3,81+3,79+3,78+3,78+3,78+3,78+3,78+3,18+3,https://cdn.sofifa.net/players/208/421/20_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
208670,https://sofifa.com/player/208670/hakim-ziyech/200002,H. Ziyech,Hakim Ziyech,"CAM, RW",85,86,45000000.0,39000.0,26,1993-03-19,181,65,245.0,Ajax,Holland Eredivisie,1,RAM,22,,2016-08-30,2022,129,Morocco,,,,Left,2,4,3,High/Medium,Lean (170-185),Yes,66400000,"#Playmaker, #Acrobat","Flair, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",80,75,86,83,50,66,84,73,53,86,74,83,90,78,89,83,83,77,86,84,78,80,37,84,58,77,73,52,82,89,67,77,44,56,40,11,7,11,8,14,,76+3,76+3,76+3,82,81,81,81,82,83+3,83+3,83+3,83+3,82+3,82+3,82+3,83+3,70+3,70+3,70+3,70+3,70+3,66+3,57+3,57+3,57+3,66+3,18+3,https://cdn.sofifa.net/players/208/670/20_120.png,https://cdn.sofifa.net/teams/245/60.png,https://cdn.sofifa.net/flags/nl.png,,https://cdn.sofifa.net/flags/ma.png
209499,https://sofifa.com/player/209499/fabio-henrique-tavares/200002,Fabinho,Fábio Henrique Tavares,CDM,85,89,45000000.0,125000.0,25,1993-10-23,188,78,9.0,Liverpool,English Premier League,1,CDM,3,,2018-07-01,2023,54,Brazil,,,,Right,2,3,3,Medium/High,Lean (185+),Yes,86600000,"#Tackling, #Tactician ","Solid Player, Dives Into Tackles (AI), Long Passer (AI)",68,69,78,77,85,83,75,66,75,83,47,76,71,53,82,82,67,69,66,84,66,78,75,88,81,65,85,88,70,78,91,84,84,86,85,13,12,6,8,8,,74+3,74+3,74+3,75,75,75,75,75,76+3,76+3,76+3,77+3,81+3,81+3,81+3,77+3,82+3,84+3,84+3,84+3,82+3,82+3,83+3,83+3,83+3,82+3,18+3,https://cdn.sofifa.net/players/209/499/20_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/br.png
212190,https://sofifa.com/player/212190/niklas-sule/200002,N. Süle,Niklas Süle,CB,85,90,46500000.0,115000.0,23,1995-09-03,195,97,21.0,FC Bayern München,German 1. Bundesliga,1,RCB,4,,2017-07-01,2022,21,Germany,1337.0,RCB,15,Right,3,2,2,Medium/Medium,Stocky (185+),Yes,80200000,"#Aerial Threat, #Tackling, #Strength",,72,42,55,50,86,82,34,22,86,78,33,43,28,30,69,63,53,87,34,81,33,77,40,66,94,62,83,81,26,40,32,75,85,89,87,15,7,14,7,15,,57+2,57+2,57+2,51,54,54,54,51,54+2,54+2,54+2,54+2,63+2,63+2,63+2,54+2,71+2,77+2,77+2,77+2,71+2,75+2,83+2,83+2,83+2,75+2,19+2,https://cdn.sofifa.net/players/212/190/20_120.png,https://cdn.sofifa.net/teams/21/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1337/60.png,https://cdn.sofifa.net/flags/de.png
